tract_geoid,tract_name,tract_area_sq_m,tract_area_sq_mi,GEOID,NAME,state,county,tract,total_population,median_age,median_household_income,male_population,female_population,male_share,female_share,youth_population,senior_population,youth_population_share,senior_population_share,poverty_status_population,poverty_count,poverty_rate,civilian_labor_force,unemployed_count,unemployment_rate,race_ethnicity_total,white_non_hispanic,black_non_hispanic,american_indian_alaska_native_non_hispanic,asian_non_hispanic,native_hawaiian_pacific_islander_non_hispanic,other_race_non_hispanic,two_or_more_races_non_hispanic,hispanic_or_latino,white_non_hispanic_share,black_non_hispanic_share,american_indian_alaska_native_non_hispanic_share,asian_non_hispanic_share,native_hawaiian_pacific_islander_non_hispanic_share,other_race_non_hispanic_share,two_or_more_races_non_hispanic_share,hispanic_or_latino_share,total_housing_units,occupied_housing_units,vacant_housing_units,housing_vacancy_rate,occupied_units_tenure_total,owner_occupied_units,renter_occupied_units,owner_occupancy_share,renter_occupancy_share,education_population_25_plus,high_school_or_higher_count,bachelors_or_higher_count,high_school_or_higher_rate,bachelors_or_higher_rate,average_household_size,total_arrests,arrest_weekend_events,arrest_evening_night_events,arrest_night_events,arrest_recent_activity_trend,arrest_activity_share,arrest_weekend_share,arrest_evening_night_share,arrest_night_share,felony_arrests,misdemeanor_arrests,felony_share,misdemeanor_share,most_common_offense,most_common_arrest_type,arrests_per_1000_population,arrests_density_per_sq_mi,population_density,primary_neighborhood,secondary_neighborhoods,neighborhood_overlap_count,local_moran_i,local_moran_p_sim,local_moran_z_sim,local_moran_quadrant,lisa_significant_05,lisa_significant_10,lisa_cluster
37063002026,Census Tract 20.26,62121244.65363632,23.985146652112356,37063002026,Census Tract 20.26; Durham County; North Carolina,37,63,2026,9094.0,30.8,63268.0,4223.0,4871.0,46.44,53.56,2396.0,561.0,26.35,6.17,8856.0,1887.0,21.31,4884.0,220.0,4.5,9094.0,1651.0,4703.0,9.0,136.0,0.0,0.0,305.0,2290.0,18.15,51.72,0.1,1.5,0.0,0.0,3.35,25.18,3660.0,3389.0,271.0,7.4,3389.0,1340.0,2049.0,39.54,60.46,5953.0,5359.0,2513.0,90.02,42.21,2.68,939,306,516,338,Increasing,1.42,32.59,54.95,36.0,276,657,29.39,69.97,ASSAULT ON FEMALE,On-View,103.25,39.15,379.15,Emorywood Estates,"Stratford Lakes, Wynterfield",3,0.08192533163963292,0.289,0.49501971479223555,3,False,False,Not significant
37063002021,Census Tract 20.21,65098381.20074223,25.134625499225553,37063002021,Census Tract 20.21; Durham County; North Carolina,37,63,2021,4866.0,31.1,91607.0,2018.0,2848.0,41.47,58.53,1167.0,443.0,23.98,9.1,4847.0,122.0,2.52,3149.0,47.0,1.49,4866.0,1834.0,1778.0,0.0,336.0,0.0,0.0,168.0,750.0,37.69,36.54,0.0,6.91,0.0,0.0,3.45,15.41,2340.0,2188.0,152.0,6.5,2188.0,885.0,1303.0,40.45,59.55,3208.0,3102.0,1889.0,96.7,58.88,2.21,1724,475,915,419,Increasing,2.61,27.55,53.07,24.3,412,1288,23.9,74.71,LARCENY (MISDEMEANOR),Summons/Cited,354.3,68.59,193.6,Wellington Forest,"Wyndcross, Highgate, Eagle's Pointe, Abron Drive, Buck Crossing, Crooked Creek, Darby Glen, Brandon Ridge, Whitney Park, Woodcroft, Chelsea Meadows, The Landing at Southpoint, Park Ridge",14,-0.05108135822955096,0.028,-1.0281717621293955,4,True,True,High-Low
37063002022,Census Tract 20.22,27964426.218645394,10.797125325419954,37063002022,Census Tract 20.22; Durham County; North Carolina,37,63,2022,4877.0,34.6,80689.0,1968.0,2909.0,40.35,59.65,1005.0,627.0,20.61,12.86,4822.0,475.0,9.85,2984.0,92.0,3.08,4877.0,1707.0,1474.0,11.0,246.0,0.0,267.0,234.0,938.0,35.0,30.22,0.23,5.04,0.0,5.47,4.8,19.23,2383.0,2315.0,68.0,2.85,2315.0,999.0,1316.0,43.15,56.85,3537.0,3500.0,2315.0,98.95,65.45,2.1,208,45,106,83,Increasing,0.32,21.63,50.96,39.9,34,168,16.35,80.77,ASSAULT ON FEMALE,On-View,42.65,19.26,451.69,Woodlake,"Crooked Creek, Penrith, South Terrace at Auburn, Auburn Square",5,0.07978733185295461,0.302,0.508467881943947,3,False,False,Not significant
37063002023,Census Tract 20.23,24799541.76621536,9.575156606799291,37063002023,Census Tract 20.23; Durham County; North Carolina,37,63,2023,2656.0,39.4,108026.0,1218.0,1438.0,45.86,54.14,430.0,411.0,16.19,15.47,2586.0,161.0,6.23,1748.0,16.0,0.92,2656.0,1653.0,484.0,6.0,245.0,0.0,7.0,58.0,203.0,62.24,18.22,0.23,9.22,0.0,0.26,2.18,7.64,1331.0,1312.0,19.0,1.43,1312.0,595.0,717.0,45.35,54.65,2082.0,2070.0,1686.0,99.42,80.98,1.94,120,34,59,27,Increasing,0.18,28.33,49.17,22.5,20,99,16.67,82.5,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,45.18,12.53,277.38,Woodcroft,"Folkestone, Park Ridge, Crooked Creek, Cross Timbers, Whitney Park, Homeplace I",7,0.11119419819918669,0.208,0.5723208695054532,3,False,False,Not significant
37063002025,Census Tract 20.25,66172241.304762684,25.549245203360464,37063002025,Census Tract 20.25; Durham County; North Carolina,37,63,2025,7063.0,34.6,96504.0,3306.0,3757.0,46.81,53.19,1790.0,755.0,25.34,10.69,6977.0,773.0,11.08,4254.0,240.0,5.64,7063.0,2242.0,2868.0,0.0,726.0,0.0,0.0,423.0,804.0,31.74,40.61,0.0,10.28,0.0,0.0,5.99,11.38,2907.0,2889.0,18.0,0.62,2889.0,1923.0,966.0,66.56,33.44,5023.0,4764.0,3179.0,94.84,63.29,2.44,459,150,237,171,Decreasing,0.7,32.68,51.63,37.25,128,321,27.89,69.93,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,64.99,17.97,276.45,Penrith,"Lochside, Hope Valley Farms North, Wynstead, Abercromby, Providence Ridge, Belcrest, Woodlake, Stratford Lakes",9,0.11813998953251525,0.084,0.7428748860198513,3,False,True,Not significant
37063001710,Census Tract 17.10,41044826.71949766,15.847496193398701,37063001710,Census Tract 17.10; Durham County; North Carolina,37,63,1710,4583.0,32.8,79963.0,2254.0,2329.0,49.18,50.82,1208.0,527.0,26.36,11.5,4525.0,369.0,8.15,2389.0,111.0,4.65,4583.0,1071.0,2012.0,0.0,367.0,0.0,0.0,308.0,825.0,23.37,43.9,0.0,8.01,0.0,0.0,6.72,18.0,1993.0,1894.0,99.0,4.97,1894.0,1137.0,757.0,60.03,39.97,2918.0,2810.0,1206.0,96.3,41.33,2.41,859,290,471,303,Increasing,1.3,33.76,54.83,35.27,198,638,23.05,74.27,ASSAULT ON FEMALE,On-View,187.43,54.2,289.19,Horton Hills,"Holston Meadows, Old Farm, Scarsdale Village, Stadium Heights",5,0.034106566345498704,0.22,0.5953774683507195,3,False,False,Not significant
37063001711,Census Tract 17.11,42062558.25123101,16.24044453461766,37063001711,Census Tract 17.11; Durham County; North Carolina,37,63,1711,4777.0,31.8,50795.0,2433.0,2344.0,50.93,49.07,1324.0,488.0,27.72,10.22,4749.0,847.0,17.84,2677.0,36.0,1.34,4777.0,1292.0,2161.0,0.0,19.0,0.0,0.0,8.0,1297.0,27.05,45.24,0.0,0.4,0.0,0.0,0.17,27.15,2645.0,2393.0,252.0,9.53,2393.0,398.0,1995.0,16.63,83.37,3016.0,2574.0,1407.0,85.34,46.65,2.0,725,224,442,285,Increasing,1.1,30.9,60.97,39.31,192,528,26.48,72.83,ASSAULT ON FEMALE,On-View,151.77,44.64,294.14,Omah Street,"Scarsdale Village, Croasdaile Village, Fieldstone by the Eno, Holston Meadows",5,0.06342831957330149,0.118,0.6906888796110238,3,False,False,Not significant
37063001801,Census Tract 18.01,563989118.005767,217.75741585647683,37063001801,Census Tract 18.01; Durham County; North Carolina,37,63,1801,9151.0,41.3,71095.0,4171.0,4980.0,45.58,54.42,1964.0,1153.0,21.46,12.6,9150.0,946.0,10.34,4903.0,240.0,4.89,9151.0,2229.0,4023.0,0.0,36.0,0.0,0.0,426.0,2437.0,24.36,43.96,0.0,0.39,0.0,0.0,4.66,26.63,3466.0,3239.0,227.0,6.55,3239.0,2419.0,820.0,74.68,25.32,6464.0,5080.0,2331.0,78.59,36.06,2.82,1323,425,666,299,Decreasing,2.01,32.12,50.34,22.6,259,1031,19.58,77.93,LARCENY (MISDEMEANOR),Summons/Cited,144.57,6.08,42.02,Northeast Hills,"Landon Farms, Milan Woods, Crown Point, Glennstone, Merrick Moore",6,-0.002207029197320009,0.288,-0.0110856370412813,2,False,False,Not significant
37063000101,Census Tract 1.01,36305732.05563218,14.017721514143254,37063000101,Census Tract 1.01; Durham County; North Carolina,37,63,101,3727.0,38.4,89155.0,1885.0,1842.0,50.58,49.42,476.0,343.0,12.77,9.2,3711.0,286.0,7.71,2402.0,134.0,5.58,3727.0,1113.0,1783.0,0.0,18.0,0.0,0.0,172.0,641.0,29.86,47.84,0.0,0.48,0.0,0.0,4.61,17.2,1548.0,1460.0,88.0,5.68,1460.0,1160.0,300.0,79.45,20.55,3139.0,2775.0,1087.0,88.4,34.63,2.54,2193,616,1163,799,Decreasing,3.32,28.09,53.03,36.43,573,1554,26.13,70.86,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,588.41,156.44,265.88,Colonial Village,"Bragtown, Northgate Park, Bon Air Avenue",4,-0.016728651237699607,0.315,-0.04206318793531312,4,False,False,Not significant
37063002007,Census Tract 20.07,64717163.84386241,24.987436654860407,37063002007,Census Tract 20.07; Durham County; North Carolina,37,63,2007,5275.0,43.8,93601.0,2368.0,2907.0,44.89,55.11,964.0,1155.0,18.27,21.9,5275.0,413.0,7.83,2939.0,37.0,1.26,5275.0,2916.0,1888.0,0.0,186.0,0.0,11.0,63.0,211.0,55.28,35.79,0.0,3.53,0.0,0.21,1.19,4.0,2595.0,2495.0,100.0,3.85,2495.0,1873.0,622.0,75.07,24.93,4034.0,3979.0,2629.0,98.64,65.17,2.11,207,59,109,59,Decreasing,0.31,28.5,52.66,28.5,64,138,30.92,66.67,DRIVING WHILE IMPAIRED,On-View,39.24,8.28,211.11,Hope Valley,"Hope Valley Forest, Dixon Road Area, Surrey Green, Preston Woods, Hope Valley North, Sheridan Drive, Green Mill, Hope Valley Downs, Colchester, Woodcroft, Hope Valley Green, Hope Valley Farms, Valleybrook, Sunningdale, Rockwood",16,0.045774623204853204,0.431,0.43192345985763714,3,False,False,Not significant
37063002009,Census Tract 20.09,79396003.94368435,30.65496850230107,37063002009,Census Tract 20.09; Durham County; North Carolina,37,63,2009,5479.0,44.3,51618.0,2625.0,2854.0,47.91,52.09,1151.0,1069.0,21.01,19.51,5449.0,1213.0,22.26,2457.0,131.0,5.33,5479.0,144.0,3558.0,0.0,32.0,0.0,22.0,132.0,1591.0,2.63,64.94,0.0,0.58,0.0,0.4,2.41,29.04,2194.0,2082.0,112.0,5.1,2082.0,1382.0,700.0,66.38,33.62,3991.0,3374.0,882.0,84.54,22.1,2.62,980,271,505,318,Decreasing,1.49,27.65,51.53,32.45,310,648,31.63,66.12,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,178.86,31.97,178.73,Unity Village,"College View, Emorywood Estates",3,-0.0029828545849377845,0.27,-0.049736275161309434,2,False,False,Not significant
37063001900,Census Tract 19,721914435.991798,278.73272201938556,37063001900,Census Tract 19; Durham County; North Carolina,37,63,1900,6627.0,61.5,113938.0,3054.0,3573.0,46.08,53.92,590.0,2789.0,8.9,42.09,6627.0,82.0,1.24,3022.0,169.0,5.59,6627.0,4563.0,1012.0,11.0,348.0,0.0,0.0,160.0,533.0,68.85,15.27,0.17,5.25,0.0,0.0,2.41,8.04,3524.0,3386.0,138.0,3.92,3386.0,2984.0,402.0,88.13,11.87,5794.0,5611.0,3330.0,96.84,57.47,1.96,53,11,28,20,Increasing,0.08,20.75,52.83,37.74,24,25,45.28,47.17,POSSESSION OF DRUG PARAPHERNALIA,Warrant/OFA,8.0,0.19,23.78,Carolina Arbors,Townes at Brier Creek Crossing,2,0.20089469416883854,0.018,0.770980867862978,3,True,True,Low-Low
37063001709,Census Tract 17.09,89295931.8283697,34.47735202799264,37063001709,Census Tract 17.09; Durham County; North Carolina,37,63,1709,8612.0,36.3,56734.0,4236.0,4376.0,49.19,50.81,2335.0,1010.0,27.11,11.73,8227.0,962.0,11.69,4425.0,216.0,4.88,8612.0,600.0,3945.0,0.0,371.0,0.0,0.0,648.0,3048.0,6.97,45.81,0.0,4.31,0.0,0.0,7.52,35.39,3265.0,2947.0,318.0,9.74,2947.0,917.0,2030.0,31.12,68.88,5346.0,4382.0,1416.0,81.97,26.49,2.81,2251,642,1180,764,Increasing,3.41,28.52,52.42,33.94,692,1523,30.74,67.66,ASSAULT ON FEMALE,On-View,261.38,65.29,249.79,Bragtown,"Stadium Heights, Swann's Mill",3,0.000540070614365412,0.373,0.1336412660348476,3,False,False,Not significant
37063001601,Census Tract 16.01,288840043.3459042,111.52176420934723,37063001601,Census Tract 16.01; Durham County; North Carolina,37,63,1601,5383.0,47.6,86635.0,2415.0,2968.0,44.86,55.14,1028.0,1204.0,19.1,22.37,5274.0,251.0,4.76,2919.0,59.0,2.02,5383.0,2812.0,1555.0,12.0,327.0,0.0,0.0,168.0,509.0,52.24,28.89,0.22,6.07,0.0,0.0,3.12,9.46,2177.0,2141.0,36.0,1.65,2141.0,1900.0,241.0,88.74,11.26,4082.0,3969.0,1754.0,97.23,42.97,2.43,120,28,69,48,Increasing,0.18,23.33,57.5,40.0,26,91,21.67,75.83,ASSAULT ON FEMALE,On-View,22.29,1.08,48.27,Treyburn,"Barclay to Sandlewood, Eno Trace, Stephen's Woods, River Forest, Vantage Pointe, Bluffs of the Eno, Old Farm",8,0.11679871032172945,0.16,0.6712219598703323,3,False,False,Not significant
37063001603,Census Tract 16.03,280285714.3992677,108.21891933816875,37063001603,Census Tract 16.03; Durham County; North Carolina,37,63,1603,7420.0,39.9,87717.0,3606.0,3814.0,48.6,51.4,1941.0,1300.0,26.16,17.52,7420.0,619.0,8.34,3931.0,108.0,2.75,7420.0,4785.0,1378.0,27.0,227.0,1.0,18.0,577.0,407.0,64.49,18.57,0.36,3.06,0.01,0.24,7.78,5.49,3131.0,3006.0,125.0,3.99,3006.0,2647.0,359.0,88.06,11.94,5191.0,4870.0,2602.0,93.82,50.13,2.47,189,48,101,51,Decreasing,0.29,25.4,53.44,26.98,28,159,14.81,84.13,LARCENY (MISDEMEANOR),On-View,25.47,1.75,68.56,Pine Valley,"Fox Run, Lochaven Hills, Latta Woods, Barclay to Sandlewood, Old Farm",6,0.15489310879077414,0.016,0.9773711702796141,3,True,True,Low-Low
37063001604,Census Tract 16.04,268438341.39902437,103.64462304971731,37063001604,Census Tract 16.04; Durham County; North Carolina,37,63,1604,7048.0,48.3,88421.0,3573.0,3475.0,50.7,49.3,1215.0,1949.0,17.24,27.65,7048.0,674.0,9.56,2950.0,111.0,3.76,7048.0,4382.0,1537.0,0.0,78.0,0.0,92.0,339.0,620.0,62.17,21.81,0.0,1.11,0.0,1.31,4.81,8.8,2959.0,2874.0,85.0,2.87,2874.0,2719.0,155.0,94.61,5.39,5285.0,4792.0,2685.0,90.67,50.8,2.45,40,8,19,10,Increasing,0.06,20.0,47.5,25.0,18,22,45.0,55.0,WARRANT SERVICE FOR OTHER JURISDICTION,Warrant/OFA,5.68,0.39,68.0,Willowhaven,"Heather Glen, North Durham Community, Deer Forest, Willow Hill, Inverness Drive, Country Club Heights, Placid Valley, Autumn Ridge, Grande Park, Lattamoor, Eno Commons, Nancy Rhodes Creek, Cole Mill Road",14,0.1550663552439409,0.113,0.677351762526961,3,False,False,Not significant
37063001705,Census Tract 17.05,80769569.55799194,31.185305150884908,37063001705,Census Tract 17.05; Durham County; North Carolina,37,63,1705,5417.0,45.2,68052.0,2529.0,2888.0,46.69,53.31,1027.0,1245.0,18.96,22.98,5395.0,960.0,17.79,2992.0,254.0,8.49,5417.0,2536.0,1279.0,0.0,191.0,0.0,0.0,484.0,927.0,46.82,23.61,0.0,3.53,0.0,0.0,8.93,17.11,2641.0,2447.0,194.0,7.35,2447.0,1459.0,988.0,59.62,40.38,3947.0,3604.0,1783.0,91.31,45.17,2.2,1371,336,707,475,Increasing,2.08,24.51,51.57,34.65,299,1029,21.81,75.05,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,253.09,43.96,173.7,Croasdaile,"Scarsdale Village, Omah Street, Duke Homestead, Stadium Heights, Cole Mill Road, Preston Avenue, Croasdaile Farm, Watts Hospital-Hillandale, West Murray / Broad, Waterford",11,0.001741356311765854,0.418,0.19650008447974177,3,False,False,Not significant
37063001802,Census Tract 18.02,99842154.01340343,38.54927117810239,37063001802,Census Tract 18.02; Durham County; North Carolina,37,63,1802,7253.0,31.3,61021.0,3507.0,3746.0,48.35,51.65,2440.0,645.0,33.64,8.89,7252.0,1752.0,24.16,3157.0,87.0,2.76,7253.0,789.0,2333.0,52.0,0.0,0.0,0.0,133.0,3946.0,10.88,32.17,0.72,0.0,0.0,0.0,1.83,54.41,2647.0,2300.0,347.0,13.11,2300.0,1301.0,999.0,56.57,43.43,4165.0,2979.0,699.0,71.52,16.78,3.14,1913,521,1047,645,Increasing,2.9,27.23,54.73,33.72,615,1239,32.15,64.77,ASSAULT ON FEMALE,On-View,263.75,49.62,188.15,Pleasant Drive,"Merrick Moore, Northeast Hills",3,0.0004937354164883219,0.432,0.2148461689764421,3,False,False,Not significant
37063002100,Census Tract 21,1998577476.0893214,771.6550775324004,37063002100,Census Tract 21; Durham County; North Carolina,37,63,2100,8652.0,49.2,114058.0,5115.0,3537.0,59.12,40.88,1234.0,2091.0,14.26,24.17,6569.0,430.0,6.55,2941.0,64.0,2.18,8652.0,5631.0,1890.0,44.0,58.0,0.0,0.0,277.0,752.0,65.08,21.84,0.51,0.67,0.0,0.0,3.2,8.69,2916.0,2852.0,64.0,2.19,2852.0,2697.0,155.0,94.57,5.43,6998.0,6098.0,2799.0,87.14,40.0,2.3,16,4,14,11,Increasing,0.02,25.0,87.5,68.75,1,15,6.25,93.75,ASSAULT ON FEMALE,On-View,1.85,0.02,11.21,Treyburn,"Rougemont, Bahama, Fox Run",4,0.1744545490965383,0.094,0.660171571202211,3,False,True,Not significant
37063001503,Census Tract 15.03,4838271.367591871,1.8680670186413328,37063001503,Census Tract 15.03; Durham County; North Carolina,37,63,1503,1846.0,19.6,,777.0,1069.0,42.09,57.91,7.0,0.0,0.38,0.0,0.0,0.0,,527.0,40.0,7.59,1846.0,1036.0,243.0,18.0,294.0,0.0,11.0,64.0,180.0,56.12,13.16,0.98,15.93,0.0,0.6,3.47,9.75,0.0,0.0,0.0,,0.0,0.0,0.0,,,29.0,29.0,23.0,100.0,79.31,,46,10,25,14,Increasing,0.07,21.74,54.35,30.43,9,37,19.57,80.43,FAIL TO APPEAR-RELEASE ORDER,On-View,24.92,24.62,988.19,Duke East Campus,"Trinity Park, Old West Durham, Trinity Heights",4,-0.007266166505856916,0.273,-0.038866766167408744,2,False,False,Not significant
37063000102,Census Tract 1.02,43041264.87402531,16.618325274258325,37063000102,Census Tract 1.02; Durham County; North Carolina,37,63,102,3807.0,31.9,69052.0,1656.0,2151.0,43.5,56.5,966.0,354.0,25.37,9.3,3790.0,840.0,22.16,2233.0,32.0,1.43,3807.0,1600.0,1260.0,0.0,66.0,0.0,86.0,246.0,549.0,42.03,33.1,0.0,1.73,0.0,2.26,6.46,14.42,1867.0,1642.0,225.0,12.05,1642.0,776.0,866.0,47.26,52.74,2683.0,2266.0,1414.0,84.46,52.7,2.31,1465,417,779,526,Decreasing,2.22,28.46,53.17,35.9,375,1046,25.6,71.4,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,384.82,88.16,229.08,Northgate Park,"Stadium Heights, Bragtown, West Murray / Broad",4,0.013602660654266189,0.213,0.18128152448868112,1,False,False,Not significant
37063000200,Census Tract 2,32516845.91576635,12.554824397069503,37063000200,Census Tract 2; Durham County; North Carolina,37,63,200,3347.0,38.2,75750.0,1761.0,1586.0,52.61,47.39,585.0,253.0,17.48,7.56,3342.0,795.0,23.79,1997.0,100.0,5.01,3347.0,1526.0,747.0,14.0,115.0,0.0,13.0,247.0,685.0,45.59,22.32,0.42,3.44,0.0,0.39,7.38,20.47,1360.0,1250.0,110.0,8.09,1250.0,540.0,710.0,43.2,56.8,2541.0,2284.0,1229.0,89.89,48.37,2.42,718,226,381,267,Decreasing,1.09,31.48,53.06,37.19,190,497,26.46,69.22,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,214.52,57.19,266.59,Duke Park,"Old North Durham, Northgate Park, Bragtown, Central Park, Warehouse District",6,-0.03429376000118334,0.116,-0.9671861449083368,2,False,False,Not significant
37063000302,Census Tract 3.02,18535508.53075331,7.156599853405772,37063000302,Census Tract 3.02; Durham County; North Carolina,37,63,302,3670.0,36.0,90333.0,1981.0,1689.0,53.98,46.02,778.0,332.0,21.2,9.05,3659.0,422.0,11.53,2357.0,32.0,1.36,3670.0,2474.0,334.0,0.0,66.0,0.0,0.0,289.0,507.0,67.41,9.1,0.0,1.8,0.0,0.0,7.87,13.81,1807.0,1694.0,113.0,6.25,1694.0,866.0,828.0,51.12,48.88,2634.0,2545.0,1966.0,96.62,74.64,2.16,407,137,231,144,Increasing,0.62,33.66,56.76,35.38,112,273,27.52,67.08,DRIVING WHILE IMPAIRED,On-View,110.9,56.87,512.81,Trinity Park,"Duke Park, Warehouse District, Northgate Park, Urban 900, Duke East Campus, Old North Durham, Trinity Heights",8,-0.01747034229183461,0.224,-0.13006683984161768,2,False,False,Not significant
37063000401,Census Tract 4.01,37458980.344158754,14.462993167678745,37063000401,Census Tract 4.01; Durham County; North Carolina,37,63,401,2558.0,38.6,117213.0,1189.0,1369.0,46.48,53.52,610.0,461.0,23.85,18.02,2558.0,182.0,7.11,1264.0,8.0,0.63,2558.0,2121.0,84.0,0.0,56.0,0.0,34.0,83.0,180.0,82.92,3.28,0.0,2.19,0.0,1.33,3.24,7.04,1250.0,1140.0,110.0,8.8,1140.0,898.0,242.0,78.77,21.23,1879.0,1810.0,1601.0,96.33,85.2,2.24,1073,309,594,402,Increasing,1.63,28.8,55.36,37.47,216,823,20.13,76.7,TRESPASS (SECOND DEGREE),On-View,419.47,74.19,176.87,Watts Hospital-Hillandale,"Old West Durham, Hillandale Commons, Omah Street, Walltown",5,-0.03342301373360073,0.462,-0.34857410287777646,4,False,False,Not significant
37063000402,Census Tract 4.02,12871173.440896431,4.969587848504312,37063000402,Census Tract 4.02; Durham County; North Carolina,37,63,402,2663.0,30.4,49397.0,1224.0,1439.0,45.96,54.04,199.0,192.0,7.47,7.21,2663.0,556.0,20.88,1697.0,66.0,3.89,2663.0,1561.0,30.0,13.0,561.0,0.0,44.0,171.0,283.0,58.62,1.13,0.49,21.07,0.0,1.65,6.42,10.63,1950.0,1666.0,284.0,14.56,1666.0,347.0,1319.0,20.83,79.17,2086.0,2061.0,1868.0,98.8,89.55,1.6,393,108,201,126,Increasing,0.6,27.48,51.15,32.06,57,325,14.5,82.7,TRESPASS (SECOND DEGREE),On-View,147.58,79.08,535.86,Old West Durham,"Walltown, Watts Hospital-Hillandale, Duke East Campus, Trinity Heights",5,0.01954829619183221,0.455,0.21744031605332723,3,False,False,Not significant
37063000500,Census Tract 5,23282669.116439506,8.989488802486834,37063000500,Census Tract 5; Durham County; North Carolina,37,63,500,3948.0,27.3,55109.0,1898.0,2050.0,48.07,51.93,654.0,378.0,16.57,9.57,3229.0,647.0,20.04,1976.0,61.0,3.09,3948.0,1656.0,1431.0,53.0,239.0,41.0,6.0,131.0,391.0,41.95,36.25,1.34,6.05,1.04,0.15,3.32,9.9,1807.0,1362.0,445.0,24.63,1362.0,416.0,946.0,30.54,69.46,2143.0,1947.0,1129.0,90.85,52.68,2.36,784,201,420,258,Decreasing,1.19,25.64,53.57,32.91,236,538,30.1,68.62,ASSAULT ON FEMALE,On-View,198.58,87.21,439.18,Duke West Campus,"West End, Burch Avenue, Lyon Park, Lakewood Park, Old West Durham, Duke East Campus, Morehead Hill, Brookstown, Forest Hills, Long Meadow",11,0.008028829668258089,0.42,0.1886961072011737,3,False,False,Not significant
37063000600,Census Tract 6,76814083.37736422,29.658083398459734,37063000600,Census Tract 6; Durham County; North Carolina,37,63,600,5056.0,42.3,78237.0,2005.0,3051.0,39.66,60.34,818.0,572.0,16.18,11.31,5056.0,885.0,17.5,3149.0,92.0,2.92,5056.0,2889.0,741.0,0.0,268.0,0.0,0.0,296.0,862.0,57.14,14.66,0.0,5.3,0.0,0.0,5.85,17.05,2671.0,2491.0,180.0,6.74,2491.0,1514.0,977.0,60.78,39.22,3991.0,3714.0,2471.0,93.06,61.91,1.94,989,278,512,352,Decreasing,1.5,28.11,51.77,35.59,250,718,25.28,72.6,WARRANT SERVICE FOR OTHER JURISDICTION,On-View,195.61,33.35,170.48,Anderson St. / Wrightwood Park,"Duke Forest, Tuscaloosa-Lakewood, Long Meadow, West End, Lakewood Park, Rockwood, Duke West Campus, Cranford Road, Chapel Hill Road, Forest Hills, Burch Avenue, Lyon Park",13,0.02131850146530971,0.337,0.496690679380658,3,False,False,Not significant
37063000700,Census Tract 7,36250044.90971269,13.99622058690067,37063000700,Census Tract 7; Durham County; North Carolina,37,63,700,4059.0,34.7,85368.0,1722.0,2337.0,42.42,57.58,718.0,613.0,17.69,15.1,4045.0,377.0,9.32,2211.0,119.0,5.38,4059.0,2622.0,737.0,0.0,168.0,0.0,20.0,244.0,268.0,64.6,18.16,0.0,4.14,0.0,0.49,6.01,6.6,2327.0,2163.0,164.0,7.05,2163.0,808.0,1355.0,37.36,62.64,2891.0,2754.0,2169.0,95.26,75.03,1.87,1289,338,665,394,Increasing,1.95,26.22,51.59,30.57,284,983,22.03,76.26,TRESPASS (SECOND DEGREE),On-View,317.57,92.1,290.01,Forest Hills,"Morehead Hill, Rockwood, Downtown, Parkside, American Tobacco Campus, Burch Avenue, Duke East Campus, Warehouse District, Southside / St. Teresa, College View, Long Meadow, West End, Lyon Park, Preston Woods",15,0.06719833200506657,0.012,2.5766885088170453,1,True,True,High-High
37063000900,Census Tract 9,11037857.700011266,4.261740683658706,37063000900,Census Tract 9; Durham County; North Carolina,37,63,900,1885.0,36.3,70326.0,930.0,955.0,49.34,50.66,344.0,192.0,18.25,10.19,1885.0,253.0,13.42,1268.0,8.0,0.63,1885.0,466.0,597.0,0.0,17.0,0.0,20.0,71.0,714.0,24.72,31.67,0.0,0.9,0.0,1.06,3.77,37.88,949.0,816.0,133.0,14.01,816.0,409.0,407.0,50.12,49.88,1407.0,976.0,568.0,69.37,40.37,2.3,1182,256,614,400,Decreasing,1.79,21.66,51.95,33.84,398,745,33.67,63.03,POSSESSION OF DRUG PARAPHERNALIA,On-View,627.06,277.35,442.31,Albright,"Cleveland-Holloway, Old North Durham, Old Five Points",4,0.4614805584995918,0.079,1.6302669517309865,1,False,True,Not significant
